Producer ID,Title,Ref2,Ref,Counties,Category,Actor,Affiliation,Short Name,Website
1134,Kangunu Factory (Kagaari South F.C.S. Ltd),XBD014F01,XBD14F01,Embu,Producer,Factory,,Kangunu Factory*,
1135,Gikuuri Factory,XBD014F02,XBD14F02,Embu,Producer,Factory,,,
1136,Kianguchu Factory,XBD014F03,XBD14F03,Embu,Producer,Factory,,,
1137,Kigaa Factory (Kagaari South F.C.S. Ltd),XBD014F04,XBD14F04,Embu,Producer,Factory,,Kigaa Factory*,
1138,Gatambararia Factory,XBD014F05,XBD14F05,Embu,Producer,Factory,,,
1139,Kathugu Factory,XBD023F01,XBD23F01,Embu,Producer,Factory,,,
1140,Gitwa Factory,XBD020F01,XBD20F01,Embu,Producer,Factory,,,
1141,Njeruri Factory,XBD009F01,XBD09F01,Embu,Producer,Factory,,,
1142,Ivurori Factory,XBD009F02,XBD09F02,Embu,Producer,Factory,,,
1143,Mururiri Factory,XBD009F03,XBD09F03,Embu,Producer,Factory,,,
1144,Kathakwa Factory,XBD001F01,XBD01F01,Embu,Producer,Factory,,,
1145,Ndunduri Factory,XBD001F02,XBD01F02,Embu,Producer,Factory,,,
1146,Gikirima Factory,XBD001F03,XBD01F03,Embu,Producer,Factory,,,
1147,Ngerwe Factory,XBD001F04,XBD01F04,Embu,Producer,Factory,,,
1148,Gicherori Factory,XBD001F05,XBD01F05,Embu,Producer,Factory,,,
1149,Mikundu Factory,XBD022F01,XBD22F01,Embu,Producer,Factory,,,
1150,Kevote Factory,XBD007F01,XBD07F01,Embu,Producer,Factory,,,
1151,Kianjuki Factory,XBD007F02,XBD07F02,Embu,Producer,Factory,,,
1152,Ngaindeithia Factory,XBD007F03,XBD07F03,Embu,Producer,Factory,,,
1153,Kithungururu Factory,XBD024F01,XBD24F01,Embu,Producer,Factory,,,
1154,Kiviuvu Factory,XBD027F01,XBD27F01,Embu,Producer,Factory,,,
1155,Minai Factory,XBD016F01,XBD16F01,Embu,Producer,Factory,,,
1156,Kithimu Factory,XBD016F02,XBD16F02,Embu,Producer,Factory,,,
1157,Kithegi Factory,XBD016F03,XBD16F03,Embu,Producer,Factory,,,
1158,Kathangariri Factory,XBD025F01,XBD25F01,Embu,Producer,Factory,,,
1159,Kavutiri Factory,XBD006F01,XBD06F01,Embu,Producer,Factory,,,
1160,Ngurueri Factory,XBD006F02,XBD06F02,Embu,Producer,Factory,,,
1161,Gituara Factory,XBD006F03,XBD06F03,Embu,Producer,Factory,,,
1162,Kianyangi Factory,XBD006F04,XBD06F04,Embu,Producer,Factory,,,
1163,Mirundi Factory,XBD015F01,XBD15F01,Embu,Producer,Factory,,,
1164,Gatunduri Factory,XBD015F02,XBD15F02,Embu,Producer,Factory,,,
1165,Kihumbu Factory,XBD015F03,XBD15F03,Embu,Producer,Factory,,,
1166,New Kapingazi Factory,XBD018F01,XBD18F01,Embu,Producer,Factory,,,
1167,Kirimiri Factory,XBD026F01,XBD26F01,Embu,Producer,Factory,,,
1168,Gakwegori Factory,XBD011F01,XBD11F01,Embu,Producer,Factory,,,
1169,Gachungu Factory,XBD011F02,XBD11F02,Embu,Producer,Factory,,,
1170,Gachagori Factory,XBD011F03,XBD11F03,Embu,Producer,Factory,,,
1171,Njauri Factory,XBD011F04,XBD11F04,Embu,Producer,Factory,,,
1172,Ena Factory,XBD028F01,XBD28F01,Embu,Producer,Factory,,,
1173,Kangundu Factory,XBD028F02,XBD28F02,Embu,Producer,Factory,,,
1174,Nduuri Factory,XBD028F03,XBD28F03,Embu,Producer,Factory,,,
1175,Rinjagi Factory,XBD017F01,XBD17F01,Embu,Producer,Factory,,,
1176,Kathima Factory,XBD005F01,XBD05F01,Embu,Producer,Factory,,,
1177,Kiungu Factory,XBD005F02,XBD05F02,Embu,Producer,Factory,,,
1178,Mikimbi Factory,XBD005F03,XBD05F03,Embu,Producer,Factory,,,
1179,Binyiny Factory,XCE012F01,XCE12F01,Kericho,Producer,Factory,,,
1180,Buchenge Factory,XCE031F01,XCE31F01,Kericho,Producer,Factory,,,
1181,Cherara Factory,XCE041F01,XCE41F01,Kericho,Producer,Factory,,,
1182,Kamiwa Factory,XCE002F01,XCE02F01,Kericho,Producer,Factory,,,
1183,Kimologit Factory,XCE006F01,XCE06F01,Kericho,Producer,Factory,,,
1184,Masare Factory,XCE053F01,XCE53F01,Kericho,Producer,Factory,,,
1185,Nyambugo Factory,XCE035F01,XCE35F01,Kericho,Producer,Factory,,,
1186,Siongiroi Factory,XCE052F01,XCE52F01,Kericho,Producer,Factory,,,
1187,Soymingin Factory,XCE021F01,XCE21F01,Kericho,Producer,Factory,,,
1188,Tech-Gaa Factory,XCE022F01,XCE22F01,Kericho,Producer,Factory,,,
1189,Torsogek Factory,XCE004F01,XCE04F01,Kericho,Producer,Factory,,,
1190,Kapkiyai Factory,XCF024F01,XCF24F01,Kericho,Producer,Factory,,,
1191,Kapsaos Factory,XCF004F01,XCF04F01,Kericho,Producer,Factory,,,
1192,Kemeloi Factory,XCF003F01,XCF03F01,Kericho,Producer,Factory,,,
1193,Kibukwo Factory,XCF028F01,XCF28F01,Kericho,Producer,Factory,,,
1194,Maraba Factory,XCF019F01,XCF19F01,Kericho,Producer,Factory,,,
1195,Dagoreti Factory,XAA006F01,XAA06F01,Kiambu,Producer,Factory,,,
1196,Gititu Factory (Kiambu),XAA001F01,XAA01F01,Kiambu,Producer,Factory,,Gititu Factory*,
1197,Kiairia Factory,XAA001F02,XAA01F02,Kiambu,Producer,Factory,,,
1198,Karweti Factory,XAA001F03,XAA01F03,Kiambu,Producer,Factory,,,
1199,Ikinu Factory,XAA001F04,XAA01F04,Kiambu,Producer,Factory,,,
1200,Kimathi Factory,XAA001F05,XAA01F05,Kiambu,Producer,Factory,,,
1201,Mutuya Factory,XAA001F06,XAA01F06,Kiambu,Producer,Factory,,,
1202,Ngochi Factory,XAA001F07,XAA01F07,Kiambu,Producer,Factory,,,
1203,Ngemwa Factory,XAA001F08,XAA01F08,Kiambu,Producer,Factory,,,
1204,Kabete Factory,XAA005F01,XAA05F01,Kiambu,Producer,Factory,,,
1205,Giichi Factory,XAA002F01,XAA02F01,Kiambu,Producer,Factory,,,
1206,Kanunga Factory,XAA002F02,XAA02F02,Kiambu,Producer,Factory,,,
1207,Ruaka Factory,XAA002F03,XAA02F03,Kiambu,Producer,Factory,,,
1208,Riakahara Factory,XAA003F01,XAA03F01,Kiambu,Producer,Factory,,,
1209,Gathiruini Factory,XAA003F02,XAA03F02,Kiambu,Producer,Factory,,,
1210,Barikongo Factory,XAA003F03,XAA03F03,Kiambu,Producer,Factory,,,
1211,Kagwanja Factory,XAA003F04,XAA03F04,Kiambu,Producer,Factory,,,
1212,Kirura Factory,XAA003F05,XAA03F05,Kiambu,Producer,Factory,,,
1213,Korokoro Factory,XAA003F06,XAA03F06,Kiambu,Producer,Factory,,,
1214,Githongo Factory (Komothai C.G.C.S. Ltd),XAA003F07,XAA03F07,Kiambu,Producer,Factory,,Githongo Factory*,
1215,Thiururi Factory,XAA003F08,XAA03F08,Kiambu,Producer,Factory,,,
1216,Kaibu Factory,XAA003F09,XAA03F09,Kiambu,Producer,Factory,,,
1217,New Thuita Factory,XAA003F10,XAA03F10,Kiambu,Producer,Factory,,,
1218,Kanake Factory,XAA003F11,XAA03F11,Kiambu,Producer,Factory,,,
1219,Gatuyu Factory,XAA003F12,XAA03F12,Kiambu,Producer,Factory,,,
1220,Kamuchege Factory,XAA003F13,XAA03F13,Kiambu,Producer,Factory,,,
1221,Mikari Factory,XAA010F01,XAA10F01,Kiambu,Producer,Factory,,,
1222,Ndumberi Factory,XAA011F01,XAA11F01,Kiambu,Producer,Factory,,,
1223,Riabai Factory,XAA011F02,XAA11F02,Kiambu,Producer,Factory,,,
1224,Ngaita Factory,XAA011F03,XAA11F03,Kiambu,Producer,Factory,,,
1225,Nyakabugi Factory,XAA029F01,XAA29F01,Kiambu,Producer,Factory,,,
1226,Nyaga Factory,XAA029F02,XAA29F02,Kiambu,Producer,Factory,,,
1227,Ndithieti Factory,XAA029F03,XAA29F03,Kiambu,Producer,Factory,,,
1228,Giagithu Factory,XAA029F04,XAA29F04,Kiambu,Producer,Factory,,,
1229,Riuki Factory,XAA029F05,XAA29F05,Kiambu,Producer,Factory,,,
1230,Gathage Factory,XAA012F01,XAA12F01,Kiambu,Producer,Factory,,,
1231,Nembu Factory,XAA012F02,XAA12F02,Kiambu,Producer,Factory,,,
1232,Muchai Factory,XAB040F01,XAB40F01,Kiambu,Producer,Factory,,,
1233,Gakurari Factory,XAB040F02,XAB40F02,Kiambu,Producer,Factory,,,
1234,Gichamuri Factory,XAB040F03,XAB40F03,Kiambu,Producer,Factory,,,
1235,Wambaru Factory,XAB040F04,XAB40F04,Kiambu,Producer,Factory,,,
1236,Karatu Factory,XAA019F01,XAA19F01,Kiambu,Producer,Factory,,,
1237,Karinga Factory (Gitwe F.C.S Ltd),XAA019F02,XAA19F02,Kiambu,Producer,Factory,,Gitwe F.C.S Ltd,
1238,Gatundu Factory,XAA018F01,XAA18F01,Kiambu,Producer,Factory,,,
1239,Wamuguthuko Factory,XAA018F02,XAA18F02,Kiambu,Producer,Factory,,,
1240,Mirimaini Factory,XAA015F01,XAA15F01,Kiambu,Producer,Factory,,,
1241,Kahiti Factory,XAB042F01,XAB42F01,Kiambu,Producer,Factory,,,
1242,Kiunyu Factory (Kangoriaki F.C.S. Ltd),XAB042F02,XAB42F02,Kiambu,Producer,Factory,,Kiunyu Factory*,
1243,Ngoeini Factory,XAB042F03,XAB42F03,Kiambu,Producer,Factory,,,
1244,Riambara Factory,XAB042F04,XAB42F04,Kiambu,Producer,Factory,,,
1245,Kiandakogi Factory,XAB024F01,XAB24F01,Kiambu,Producer,Factory,,,
1246,Gachika Factory,XAA027F01,XAA27F01,Kiambu,Producer,Factory,,,
1247,Gitare Factory,XAA027F02,XAA27F02,Kiambu,Producer,Factory,,,
1248,Gichuka Factory,XAA027F03,XAA27F03,Kiambu,Producer,Factory,,,
1249,Chomo Factory,XAB044F01,XAB44F01,Kiambu,Producer,Factory,,,
1250,Ndiara Factory (Kinogerama F.C.S. Ltd),XAB044F02,XAB44F02,Kiambu,Producer,Factory,,Ndiara Factory*,
1251,Kimakia Factory,XAB044F03,XAB44F03,Kiambu,Producer,Factory,,,
1252,Mabae Factory,XAB044F04,XAB44F04,Kiambu,Producer,Factory,,,
1253,Rwegetha Factory,XAB044F05,XAB44F05,Kiambu,Producer,Factory,,,
1254,Komunyaga Factory,XAA016F01,XAA16F01,Kiambu,Producer,Factory,,,
1255,Magomano Factory,XAA017F01,XAA17F01,Kiambu,Producer,Factory,,,
1256,Muthiga Factory,XAA017F02,XAA17F02,Kiambu,Producer,Factory,,,
1257,Kiama Factory,XAB043F01,XAB43F01,Kiambu,Producer,Factory,,,
1258,Mukurwe Factory,XAB043F02,XAB43F02,Kiambu,Producer,Factory,,,
1259,Gathanji Factory,XAB043F03,XAB43F03,Kiambu,Producer,Factory,,,
1260,Kiharika Factory,XAB043F04,XAB43F04,Kiambu,Producer,Factory,,,
1261,Gatukuyu Factory,XAA031F01,XAA31F01,Kiambu,Producer,Factory,,,
1262,Nyamangara Factory,XAA031F02,XAA31F02,Kiambu,Producer,Factory,,,
1263,Karuri Factory,XAA031F03,XAA31F03,Kiambu,Producer,Factory,,,
1264,Kianganga Factory,XAA031F04,XAA31F04,Kiambu,Producer,Factory,,,
1265,Magumu Factory,XAA031F05,XAA31F05,Kiambu,Producer,Factory,,,
1266,Kiandino Factory,XAA031F06,XAA31F06,Kiambu,Producer,Factory,,,
1267,Kairi Factory,XAA031F07,XAA31F07,Kiambu,Producer,Factory,,,
1268,Kanyoni Factory,XAA031F08,XAA31F08,Kiambu,Producer,Factory,,,
1269,Kaibere Factory,XAA031F09,XAA31F09,Kiambu,Producer,Factory,,,
1270,Githobokoni Factory,XAA031F10,XAA31F10,Kiambu,Producer,Factory,,,
1271,Gathaiti Factory,XAA031F11,XAA31F11,Kiambu,Producer,Factory,,,
1272,Gatei Factory,XAA031F12,XAA31F12,Kiambu,Producer,Factory,,,
1273,Ndekei Factory*,XAA031F13,XAA31F13,Kiambu,Producer,Factory,,,
1274,Kiriko Factory,XAA031F14,XAA31F14,Kiambu,Producer,Factory,,,
1275,Igamba Factory*,XAA031F15,XAA31F15,Kiambu,Producer,Factory,,,
1276,Ngelelia Factory,XAB032F01,XAB32F01,Kiambu,Producer,Factory,,,
1277,Handege Factory,XAA020F01,XAA20F01,Kiambu,Producer,Factory,,,
1278,Wamuguma Factory,XAA020F02,XAA20F02,Kiambu,Producer,Factory,,,
1279,Kiamwangi Factory (Theta F.C.S. Ltd),XAA026F01,XAA26F01,Kiambu,Producer,Factory,,Kiamwangi Factory*,
1280,Thaara Factory,XAA026F02,XAA26F02,Kiambu,Producer,Factory,,,
1281,Kigaa Factory (Theta F.C.S. Ltd),XAA026F03,XAA26F03,Kiambu,Producer,Factory,,Kigaa Factory*,
1282,Thithi Factory,XAB041F01,XAB41F01,Kiambu,Producer,Factory,,,
1283,Kiriani Factory (Thikagiki F.C.S. Ltd),XAB041F02,XAB41F02,Kiambu,Producer,Factory,,Kiriani Factory*,
1284,Gitiri Factory,XAB041F03,XAB41F03,Kiambu,Producer,Factory,,,
1285,Kahunyo Factory,XAB041F04,XAB41F04,Kiambu,Producer,Factory,,,
1286,Kiganjo Factory,XAA025F01,XAA25F01,Kiambu,Producer,Factory,,,
1287,Githembe Factory,XAA025F02,XAA25F02,Kiambu,Producer,Factory,,,
1288,Ndundu Factory,XAA025F03,XAA25F03,Kiambu,Producer,Factory,,,
1289,Muchagara Factory,XAD003F01,XAD03F01,Kirinyaga,Producer,Factory,,,
1290,Kagongo Factory,XAD003F02,XAD03F02,Kirinyaga,Producer,Factory,,,
1291,Ruambiti Factory,XAD003F03,XAD03F03,Kirinyaga,Producer,Factory,,,
1292,Karumandi Factory,XAD003F04,XAD03F04,Kirinyaga,Producer,Factory,,,
1293,Nyanja Factory,XAD003F05,XAD03F05,Kirinyaga,Producer,Factory,,,
1294,Kianyaga Factory,XAD003F06,XAD03F06,Kirinyaga,Producer,Factory,,,
1295,Guama Factory,XAD003F07,XAD03F07,Kirinyaga,Producer,Factory,,,
1296,Gachami Factory,XAD003F08,XAD03F08,Kirinyaga,Producer,Factory,,,
1297,Kianjiru Factory,XAD003F09,XAD03F09,Kirinyaga,Producer,Factory,,,
1298,Kariru Factory,XAD003F10,XAD03F10,Kirinyaga,Producer,Factory,,,
1299,Githiururi Factory,XAD003F11,XAD03F11,Kirinyaga,Producer,Factory,,,
1300,Thimu Factory,XAD003F12,XAD03F12,Kirinyaga,Producer,Factory,,,
1301,Rutui Factory,XAD001F01,XAD01F01,Kirinyaga,Producer,Factory,,,
1302,Kuguyu Factory,XAD001F02,XAD01F02,Kirinyaga,Producer,Factory,,,
1303,Kianderi Factory (Inoi F.C.S. Ltd),XAD001F03,XAD01F03,Kirinyaga,Producer,Factory,,Kianderi Factory*,
1304,Kariku Factory,XAD001F04,XAD01F04,Kirinyaga,Producer,Factory,,,
1305,Kaitheri Factory,XAD001F05,XAD01F05,Kirinyaga,Producer,Factory,,,
1306,Karia Factory (Inoi F.C.S. Ltd),XAD001F06,XAD01F06,Kirinyaga,Producer,Factory,,Karia Factory*,
1307,Ndimi Factory,XAD001F07,XAD01F07,Kirinyaga,Producer,Factory,,,
1308,Kerugoya Factory,XAD001F08,XAD01F08,Kirinyaga,Producer,Factory,,,
1309,Kiamwenja Factory,XAD001F09,XAD01F09,Kirinyaga,Producer,Factory,,,
1310,Riagititu Factory,XAD001F10,XAD01F10,Kirinyaga,Producer,Factory,,,
1311,Thaita Factory,XAD001F12,XAD01F12,Kirinyaga,Producer,Factory,,,
1312,Karinga Factory (Kabare F.C.S. Ltd),XAD002F01,XAD02F01,Kirinyaga,Producer,Factory,,Kabare F.C.S. Ltd,
1313,Konyu Factory,XAD002F02,XAD02F02,Kirinyaga,Producer,Factory,,,
1314,Karani Factory,XAD002F03,XAD02F03,Kirinyaga,Producer,Factory,,,
1315,Kiangombe Factory,XAD002F04,XAD02F04,Kirinyaga,Producer,Factory,,,
1316,Kaboyo Factory,XAD002F05,XAD02F05,Kirinyaga,Producer,Factory,,,
1317,Mukure Factory,XAD002F06,XAD02F06,Kirinyaga,Producer,Factory,,,
1318,Mukengeria Factory,XAD002F07,XAD02F07,Kirinyaga,Producer,Factory,,,
1319,Kimandi Factory,XAD002F08,XAD02F08,Kirinyaga,Producer,Factory,,,
1320,Kathata Factory,XAD002F09,XAD02F09,Kirinyaga,Producer,Factory,,,
1321,Kiangothe Factory,XAD002F10,XAD02F10,Kirinyaga,Producer,Factory,,,
1322,Kiamiciri Factory,XAD002F11,XAD02F11,Kirinyaga,Producer,Factory,,,
1323,Gituto Factory,XAD020F01,XAD20F01,Kirinyaga,Producer,Factory,,,
1324,Kiaumbui Factory,XAD020F02,XAD20F02,Kirinyaga,Producer,Factory,,,
1325,Kiunyu Factory (Karithathi F.C.S. Ltd),XAD018F01,XAD18F01,Kirinyaga,Producer,Factory,,Kiunyu Factory*,
1326,Kabingara Factory,XAD018F02,XAD18F02,Kirinyaga,Producer,Factory,,,
1327,Ragati Factory,XAD007F01,XAD07F01,Kirinyaga,Producer,Factory,,,
1328,Nguguini Factory,XAD007F02,XAD07F02,Kirinyaga,Producer,Factory,,,
1329,Mukangu Factory (Kibirigwi F.C.S. Ltd),XAD007F03,XAD07F03,Kirinyaga,Producer,Factory,,Mukangu Factory*,
1330,Kiangai Factory,XAD007F04,XAD07F04,Kirinyaga,Producer,Factory,,,
1331,Kibingoti Factory,XAD007F05,XAD07F05,Kirinyaga,Producer,Factory,,,
1332,Thunguri Factory (Kibirigwi F.C.S. Ltd),XAD007F06,XAD07F06,Kirinyaga,Producer,Factory,,Thunguri Factory*,
1333,Kianjege Factory,XAD007F07,XAD07F07,Kirinyaga,Producer,Factory,,,
1334,Chewa Factory,XAD007F08,XAD07F08,Kirinyaga,Producer,Factory,,,
1335,Kibirigwi Factory,XAD007F09,XAD07F09,Kirinyaga,Producer,Factory,,,
1336,Kiburi Factory,XAD012F01,XAD12F01,Kirinyaga,Producer,Factory,,,
1337,Rianjue Factory,XAD017F01,XAD17F01,Kirinyaga,Producer,Factory,,,
1338,Mburi Factory,XAD017F02,XAD17F02,Kirinyaga,Producer,Factory,,,
1339,Kagumo Factory (Mutira F.C.S. Ltd),XAD005F01,XAD05F01,Kirinyaga,Producer,Factory,,Kagumo Factory*,
1340,Mutitu Factory (Mutira F.C.S. Ltd),XAD005F02,XAD05F02,Kirinyaga,Producer,Factory,,Mutitu Factory*,
1341,Ngorano Factory,XAD005F03,XAD05F03,Kirinyaga,Producer,Factory,,,
1342,Mugaya Factory,XAD005F04,XAD05F04,Kirinyaga,Producer,Factory,,,
1343,Karii Factory,XAD005F05,XAD05F05,Kirinyaga,Producer,Factory,,,
1344,Kiagundu Factory,XAD005F06,XAD05F06,Kirinyaga,Producer,Factory,,,
1345,Kiamutuira Factory,XAD005F07,XAD05F07,Kirinyaga,Producer,Factory,,,
1346,Kiriaini Factory,XAD006F01,XAD06F01,Kirinyaga,Producer,Factory,,,
1347,Mitondo Factory,XAD006F02,XAD06F02,Kirinyaga,Producer,Factory,,,
1348,Gatuya Factory (Mwirua F.C.S. Ltd),XAD006F03,XAD06F03,Kirinyaga,Producer,Factory,,Gatuya Factory*,
1349,Gathambi Factory,XAD006F04,XAD06F04,Kirinyaga,Producer,Factory,,,
1350,Kiaragana Factory,XAD006F05,XAD06F05,Kirinyaga,Producer,Factory,,,
1351,Kiambwe Factory,XAD006F06,XAD06F06,Kirinyaga,Producer,Factory,,,
1352,Rwamuthambi Factory,XAD006F07,XAD06F07,Kirinyaga,Producer,Factory,,,
1353,Riakiania Factory,XAD006F08,XAD06F08,Kirinyaga,Producer,Factory,,,
1354,Kainamui Factory,XAD013F01,XAD13F01,Kirinyaga,Producer,Factory,,,
1355,Kamwangi Factory,XAD013F02,XAD13F02,Kirinyaga,Producer,Factory,,,
1356,Kiri Factory,XAD019F01,XAD19F01,Kirinyaga,Producer,Factory,,,
1357,Kegwa Factory,XAD019F02,XAD19F02,Kirinyaga,Producer,Factory,,,
1358,Kii Factory,XAD014F01,XAD14F01,Kirinyaga,Producer,Factory,,,
1359,Karimikui Factory,XAD014F02,XAD14F02,Kirinyaga,Producer,Factory,,,
1360,Kiangoi Factory,XAD014F03,XAD14F03,Kirinyaga,Producer,Factory,,,
1361,Muburi Factory,XAD015F01,XAD15F01,Kirinyaga,Producer,Factory,,,
1362,Muthigi-Ini Factory,XAD015F02,XAD15F02,Kirinyaga,Producer,Factory,,,
1363,Gakuyu-Ini Factory,XAD016F01,XAD16F01,Kirinyaga,Producer,Factory,,,
1364,Mururi Factory,XAD011F01,XAD11F01,Kirinyaga,Producer,Factory,,,
1365,Togonye Factory,XAD011F02,XAD11F02,Kirinyaga,Producer,Factory,,,
1366,Gesarara Factory,XEA007F01,XEA07F01,Kisii,Producer,Factory,,,
1367,Getwanyasi Factory,XEA007F02,XEA07F02,Kisii,Producer,Factory,,,
1368,Bochura Factory,XEA007F03,XEA07F03,Kisii,Producer,Factory,,,
1369,Rianyambara Factory,XEA007F04,XEA07F04,Kisii,Producer,Factory,,,
1370,Kenyoro Factory,XEA012F01,XEA12F01,Kisii,Producer,Factory,,,
1371,Gesuguri Factory,XEA012F02,XEA12F02,Kisii,Producer,Factory,,,
1372,Nyamagundo Factory,XEA012F03,XEA12F03,Kisii,Producer,Factory,,,
1373,Gesebe Factory,XEA012F04,XEA12F04,Kisii,Producer,Factory,,,
1374,Kiomooncha Factory,XEA016F01,XEA16F01,Kisii,Producer,Factory,,,
1375,Sieka Factory,XEA016F02,XEA16F02,Kisii,Producer,Factory,,,
1376,Nyagoto Factory,XEA016F03,XEA16F03,Kisii,Producer,Factory,,,
1377,Nyamagoma Factory,XEA016F04,XEA16F04,Kisii,Producer,Factory,,,
1378,Mobamba Factory,XEA010F01,XEA10F01,Kisii,Producer,Factory,,,
1379,Masongo Factory,XEA010F02,XEA10F02,Kisii,Producer,Factory,,,
1380,Nyaguta Factory,XEA015F01,XEA15F01,Kisii,Producer,Factory,,,
1381,Nyaboterere Factory,XEA015F02,XEA15F02,Kisii,Producer,Factory,,,
1382,Bisembe Factory,XEA030F01,XEA30F01,Kisii,Producer,Factory,,,
1383,Gakero Factory,XEA025F01,XEA25F01,Kisii,Producer,Factory,,,
1384,Itabago Factory,XEA025F02,XEA25F02,Kisii,Producer,Factory,,,
1385,Kebege Factory,XEA025F03,XEA25F03,Kisii,Producer,Factory,,,
1386,Iyabe Factory,XEA027F01,XEA27F01,Kisii,Producer,Factory,,,
1387,Nyabioto Factory,XEA017F02,XEA17F02,Kisii,Producer,Factory,,,
1388,Eburi Factory,XEA017F04,XEA17F04,Kisii,Producer,Factory,,,
1389,Nyachenge Factory,XEA020F01,XEA20F01,Kisii,Producer,Factory,,,
1390,Iringa Factory,XEA020F02,XEA20F02,Kisii,Producer,Factory,,,
1391,Nyambunde Factory,XEA023F01,XEA23F01,Kisii,Producer,Factory,,,
1392,Kionyo Factory,XEA023F02,XEA23F02,Kisii,Producer,Factory,,,
1393,Nyakegogi Factory,XEA011F01,XEA11F01,Kisii,Producer,Factory,,,
1394,Motonto Factory,XEA011F02,XEA11F02,Kisii,Producer,Factory,,,
1395,Nyagancha Factory,XEA011F03,XEA11F03,Kisii,Producer,Factory,,,
1396,Nyansongo Factory,XEA029F01,XEA29F01,Kisii,Producer,Factory,,,
1397,Nyamokenye Factory,XEA029F02,XEA29F02,Kisii,Producer,Factory,,,
1398,Ololmasani Factory,XEA031F01,XEA31F01,Kisii,Producer,Factory,,,
1399,Nyabosongo Factory,XEB007F02,XEB07F02,Kisii,Producer,Factory,,,
1400,Gitungi Factory,XEB013F01,XEB13F01,Kisii,Producer,Factory,,,
1401,Mabariri Factory,XEA005F04,XEA05F04,Kisii,Producer,Factory,,,
1402,Nyaigena Factory,XEA026F03,XEA26F03,Kisii,Producer,Factory,,,
1403,Nyabomite Factory,XEA014F01,XEA14F01,Kisii,Producer,Factory,,,
1404,Nyangoko Factory,XEA014F02,XEA14F02,Kisii,Producer,Factory,,,
1405,Kioge Factory,XEA014F03,XEA14F03,Kisii,Producer,Factory,,,
1406,Nyansangio Factory,XEA014F04,XEA14F04,Kisii,Producer,Factory,,,
1407,Ithaene Factory,XBE029F01,XBE29F01,Machakos,Producer,Factory,,,
1408,Kitongi Factory,XBE024F01,XBE24F01,Machakos,Producer,Factory,,,
1409,Kikalu Factory,XBE024F02,XBE24F02,Machakos,Producer,Factory,,,
1410,Kilalani Factory,XBE011F01,XBE11F01,Machakos,Producer,Factory,,,
1411,Matetani Factory,XBE011F02,XBE11F02,Machakos,Producer,Factory,,,
1412,Kalala Factory,XBE021F01,XBE21F01,Machakos,Producer,Factory,,,
1413,Kakulutuini Factory,XBE021F02,XBE21F02,Machakos,Producer,Factory,,,
1414,Kitwii Factory,XBE005F01,XBE05F01,Machakos,Producer,Factory,,,
1415,Kyaana Factory,XBE005F03,XBE05F03,Machakos,Producer,Factory,,,
1416,Miu Factory,XBE005F04,XBE05F04,Machakos,Producer,Factory,,,
1417,Syisyani Factory,XBE005F05,XBE05F05,Machakos,Producer,Factory,,,
1418,Kwa-MatingÕI Factory,XBE023F01,XBE23F01,Machakos,Producer,Factory,,,
1419,Kyamwole Factory,XBE022F01,XBE22F01,Machakos,Producer,Factory,,,
1420,Katine Factory,XBE022F02,XBE22F02,Machakos,Producer,Factory,,,
1421,Muputi Factory,XBE007F01,XBE07F01,Machakos,Producer,Factory,,,
1422,Mbilini Factory,XBE010F01,XBE10F01,Machakos,Producer,Factory,,,
1423,Kikambuani Factory,XBE010F02,XBE10F02,Machakos,Producer,Factory,,,
1424,Unyuani Factory,XBE010F03,XBE10F03,Machakos,Producer,Factory,,,
1425,Ukanga Utune Factory,XBE010F04,XBE10F04,Machakos,Producer,Factory,,,
1426,Makyau Factory,XBE037F01,XBE37F01,Machakos,Producer,Factory,,,
1427,Mukuyuni Factory,XBE028F01,XBE28F01,Machakos,Producer,Factory,,,
1428,Kalua Factory,XBE006F01,XBE06F01,Machakos,Producer,Factory,,,
1429,Umanthi Factory*,XBE006F02,XBE06F02,Machakos,Producer,Factory,,,
1430,Kithima Factory,XBE006F03,XBE06F03,Machakos,Producer,Factory,,,
1431,Mbee Factory,XBE006F04,XBE06F04,Machakos,Producer,Factory,,,
1432,Utooni Factory,XBE006F05,XBE06F05,Machakos,Producer,Factory,,,
1433,Ngomano Factory,XBE033F01,XBE33F01,Machakos,Producer,Factory,,,
1434,Kyawaa Factory,XBE017F01,XBE17F01,Machakos,Producer,Factory,,,
1435,Kithaayoni Factory,XBE017F02,XBE17F02,Machakos,Producer,Factory,,,
1436,Kikima Factory,XBE004F01,XBE04F01,Machakos,Producer,Factory,,,
1437,Nzaini Factory,XBE004F02,XBE04F02,Machakos,Producer,Factory,,,
1438,Utangwa Factory,XBE004F03,XBE04F03,Machakos,Producer,Factory,,,
1439,Mulima Factory,XBE004F04,XBE04F04,Machakos,Producer,Factory,,,
1440,Kyuu Factory,XBE004F05,XBE04F05,Machakos,Producer,Factory,,,
1441,Uvuu Factory,XBE004F06,XBE04F06,Machakos,Producer,Factory,,,
1442,Gikongoro Factory,XBB051F01,XBB51F01,Meru,Producer,Factory,,,
1443,Kuiri Factory,XBB072F01,XBB72F01,Meru,Producer,Factory,,,
1444,Gikui Factory,XBB072F02,XBB72F02,Meru,Producer,Factory,,,
1445,Rwarene Factory,XBB072F03,XBB72F03,Meru,Producer,Factory,,,
